Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16
Yahoo_A1real_46_data,-0.13575332,-0.6224799,-0.74194944,-0.24521416,-0.006971387,-0.44894004,0.16425793,-0.6580953,-0.74723864,0.23251031,0.0842389,-0.3899166,1.1258434,-0.25710994,1.260022,-0.3200461
Yahoo_A1real_47_data,-0.38847876,-0.31153786,-0.12414138,-0.3945172,-0.046673838,-0.3516571,0.07181362,0.15403333,-0.64454436,-0.18803221,-0.11966815,-0.4930989,1.0387471,-0.32564297,0.7099695,-0.4355157
Yahoo_A1real_48_data,-0.5016698,0.19560671,0.32007855,-0.53878576,-0.43269533,-0.20123301,-0.19114558,-0.30658042,-0.24787866,-0.19259988,0.06020617,-0.23850445,-0.14688054,-0.065949894,-0.28926638,-0.27583814
Yahoo_A1real_49_data,-0.38669538,-0.5419013,-0.47547835,-0.19238304,-0.025375037,-0.43932158,0.47506556,-0.1622289,-0.63302505,-0.16097689,-0.23712528,-0.4655769,1.5059905,-0.3408112,0.96385735,-0.31592503
Yahoo_A1real_4_data,-0.48187283,-0.3187236,-0.0911998,-0.4225539,-0.09261256,-0.38680908,0.16016898,0.06399803,-0.63751185,-0.1854756,-0.18745402,-0.46711025,1.0045843,-0.32305378,0.6661404,-0.33304542
Yahoo_A1real_50_data,-0.4994117,-0.16406323,0.10609929,-0.30303535,-0.112625346,-0.3459101,0.17770128,0.23889296,-0.614867,-0.35743502,-0.19143458,-0.5263974,1.1418872,-0.40722564,0.5812785,-0.36634466
Yahoo_A1real_51_data,-0.23014806,-0.37132984,-0.35750908,-0.5190875,0.06233927,-0.27963609,-0.2787048,0.028256286,-0.72737134,0.18838246,0.06288699,-0.5003925,0.69989514,-0.28959966,0.9015702,-0.5493935
Yahoo_A1real_52_data,-0.21435903,-0.15339638,-0.52766967,-0.6850518,-0.041556716,0.00049099966,-0.60934573,0.10536793,-0.012171847,0.166533,0.08586956,-0.06748573,-0.73363936,0.2463696,-0.3560434,-0.5897296
Yahoo_A1real_53_data,-0.40519917,-0.5738904,-0.5324467,-0.18252723,-0.030458566,-0.44855464,0.49578118,-0.25720805,-0.63543123,-0.11452943,-0.2290862,-0.44323593,1.4530089,-0.3421041,1.0056626,-0.25389037
Yahoo_A1real_54_data,-0.34614828,-0.15799052,-0.074739486,-0.32235405,-0.09610594,-0.29739755,0.036416035,0.16081303,-0.603223,-0.23172572,-0.14722458,-0.5424667,0.9503672,-0.3699078,0.6710181,-0.42306176
Yahoo_A1real_55_data,-0.52905697,0.15227936,-0.63801146,0.49927673,-0.44428298,0.54358214,-0.28164342,-0.24960066,0.33419034,-0.29357997,-0.5426192,-0.31854635,-0.68145454,-0.101504534,-0.90547055,-0.30968916
Yahoo_A1real_56_data,-0.43295547,0.47170556,-0.26562345,-0.34431753,-0.33845633,0.5851894,-0.54040635,-0.06409433,0.3300272,-0.117982276,-0.15927637,-0.44164845,-0.85450107,-0.14124124,-0.86232793,-0.49352583
Yahoo_A1real_57_data,-0.40784034,0.46964037,0.11520642,-0.6216435,-0.34393606,0.32076094,-0.5299843,-0.29608217,0.20698445,-0.24850419,0.05894989,-0.4266964,-0.73019564,-0.21876791,-0.676608,-0.28980792
Yahoo_A1real_58_data,-0.49077052,-0.65743273,-0.59905857,-0.095591985,-0.08265563,-0.49708572,0.90704995,-0.42303506,-0.49486157,-0.24992746,-0.3289011,-0.3635464,1.7668117,-0.29230583,0.9354147,-0.14566855
Yahoo_A1real_59_data,0.3260052,-0.479114,-0.7521573,-0.77823687,0.093782954,-0.6310524,-0.6185112,-0.80410814,-0.63632584,0.6810624,0.5573783,-0.0055822455,-0.18412323,0.16022801,0.9737996,-0.43953216
Yahoo_A1real_5_data,-0.43852907,0.31278342,-0.5391044,0.579842,-0.5855292,0.62351286,-0.20932609,-0.6443509,0.41734496,-0.4278704,-0.49993142,-0.5541256,-0.6235283,-0.39475727,-0.8115645,-0.01352499
Yahoo_A1real_60_data,-0.47879687,0.07397811,0.29742453,-0.5448005,-0.17124651,-0.1530582,-0.31392685,0.1405915,-0.5788659,-0.16234317,0.03419766,-0.5464164,0.4356418,-0.36014736,0.3374226,-0.46867174
Yahoo_A1real_61_data,-0.51021624,0.37348998,0.65280956,-0.49463764,-0.34168315,-0.12471592,-0.3635018,-0.07254038,-0.5204848,-0.37377277,0.13788953,-0.5928663,0.22809857,-0.4629947,0.12665485,-0.34108242
Yahoo_A1real_62_data,-0.5220691,-0.62254256,-0.49837342,-0.19326517,-0.04657004,-0.42347732,0.9539538,-0.3423335,-0.5104016,-0.14921401,-0.43154544,-0.33484483,1.8587464,-0.2969663,0.99410033,-0.14463991
Yahoo_A1real_63_data,0.19011898,-0.3303076,-0.70258427,-0.80290335,0.1644703,-0.27943054,-0.7915017,-0.087265186,-0.3462026,0.44175133,0.42549902,-0.16260426,-0.5171663,0.121355854,0.44727495,-0.64324504
Yahoo_A1real_64_data,-0.44415465,0.61028606,0.4325442,-0.6394345,-0.3540644,0.26675582,-0.63181376,-0.11915017,-0.21197073,-0.14515556,0.1915605,-0.66204417,-0.42555875,-0.43519884,-0.22704862,-0.4367696
Yahoo_A1real_65_data,-0.46000135,0.43740982,-0.11445865,-0.34269196,-0.38557455,0.516035,-0.4533668,-0.18919833,0.279697,-0.19787623,-0.15780562,-0.40192062,-0.8171395,-0.24031033,-0.7962813,-0.2924865
Yahoo_A1real_66_data,-0.5174909,-0.46737683,-0.22571135,-0.26539415,-0.11982833,-0.42494825,0.47098923,-0.004956818,-0.5741436,-0.35191256,-0.28984553,-0.40372312,1.1716484,-0.34211606,0.68164974,-0.1680618
Yahoo_A1real_67_data,-0.59266764,-0.6559983,-0.50965345,-0.1800313,-0.038904034,-0.4968981,0.98669624,-0.34869662,-0.49069074,-0.16079515,-0.447744,-0.35311,1.9363075,-0.28855556,0.9410611,-0.16740738
Yahoo_A1real_6_data,-0.5445257,-0.26365098,0.0039795907,-0.3248873,-0.06415733,-0.34428617,0.24887738,0.20175202,-0.64014775,-0.18269636,-0.27598527,-0.49763018,1.2816489,-0.38251013,0.6904007,-0.38027218
Yahoo_A1real_7_data,-0.34794357,-0.5749642,-0.60380965,-0.28966546,-0.09994861,-0.5083764,0.5828093,-0.4860803,-0.5008733,-0.10285159,-0.16874662,-0.31647366,1.3813726,-0.18620424,0.851668,-0.22399336
Yahoo_A1real_8_data,-0.43360054,-0.24904792,-0.026253032,-0.5826201,-0.14642613,-0.33369187,-0.03948342,-0.015353634,-0.51292455,-0.16216284,-0.04933073,-0.33054376,0.5535515,-0.19553643,0.3967126,-0.34522808
Yahoo_A1real_9_data,-0.42193007,0.26997572,-0.5629892,0.6495745,-0.5928053,0.5867704,-0.1895096,-0.6632197,0.4007758,-0.4526883,-0.50883704,-0.5502811,-0.58580106,-0.4073506,-0.7846633,-0.013333131
ambient_temperature_system_failure,-0.28964525,-0.067299105,-0.39160386,-0.7238614,-0.17730546,0.09116818,-0.5607948,0.07045472,0.056677353,0.016591597,0.080046,-0.08401678,-0.70012885,0.1732927,-0.434483,-0.5688509
art_daily_flatmiddle,-0.1024912,-0.3875635,-0.40664303,-0.9020133,-0.107964315,-0.43250704,-0.34841722,-0.370845,-0.26699778,0.2187537,0.28226656,0.12683037,-0.3997205,0.35790265,0.12647237,-0.36896497
art_daily_jumpsdown,-0.30130467,-0.16531397,-0.33100897,-0.7797329,-0.2190358,-0.13473456,-0.35142082,-0.053532857,0.13443582,-0.07076074,0.059972357,0.06715829,-0.6914988,0.3576907,-0.52934444,-0.43222174
art_daily_jumpsup,0.06289264,-0.52337205,-0.5594797,-0.7660729,-0.109214395,-0.6186971,-0.17998536,-0.6725661,-0.4183174,0.24321981,0.38649336,0.12616442,-0.15017672,0.30252895,0.5045871,-0.26704815
art_daily_nojump,-0.42329916,-0.061563466,-0.32494274,-0.619285,-0.2990188,0.035663135,-0.3108404,-0.076452576,0.2785353,-0.15688968,-0.11205458,0.021138454,-0.73447007,0.31372598,-0.76261854,-0.3992215
art_increase_spike_density,-0.37982288,-0.018916741,-0.7720307,1.0256681,-0.62393284,0.4391106,-0.048705254,-0.70522755,0.3283568,-0.4853147,-0.5556472,-0.45949647,-0.40751335,-0.3603433,-0.6539743,-0.015518409
art_load_balancer_spikes,-0.39873996,0.18735895,-0.16543685,-0.6417014,-0.324367,0.22784638,-0.39509186,-0.09079653,0.20217004,-0.20224068,-0.0068491567,-0.19429429,-0.7329416,0.060362015,-0.7059505,-0.43846235
cpu_utilization_asg_misconfiguration,-0.33994034,-0.028967217,-0.77968484,0.99036616,-0.67574424,0.43613404,0.03487872,-0.79988784,0.33717436,-0.5261928,-0.5524023,-0.46414408,-0.34264928,-0.38962162,-0.66083163,0.063943274
ec2_cpu_utilization_24ae8d,-0.51451844,0.23960593,-0.5676792,0.41901347,-0.59407955,0.6550614,-0.15606102,-0.5122018,0.42659807,-0.42829943,-0.5315286,-0.43149397,-0.57969725,-0.25044876,-0.9365225,-0.15789917
ec2_cpu_utilization_53ea38,-0.3402938,-0.018564092,-0.7540225,0.98421824,-0.6582923,0.4002941,-0.02524685,-0.8146583,0.33641404,-0.52252626,-0.53005046,-0.50123364,-0.37681687,-0.41227502,-0.6132254,0.055865236
ec2_cpu_utilization_5f5533,-0.3710539,-0.009997942,-0.7599333,1.0078429,-0.63457876,0.43571913,-0.043370873,-0.7263223,0.3399283,-0.4888587,-0.5468993,-0.46622777,-0.40669242,-0.36897916,-0.6540891,-0.00065094564
ec2_cpu_utilization_77c1ca,0.02587766,-0.56012547,-0.5553458,-0.6253536,-0.14766102,-0.62124705,0.022562834,-0.7115431,-0.33284578,0.23651728,0.25729367,0.22591789,0.039344303,0.2963337,0.45593867,-0.18250932
ec2_cpu_utilization_825cc2,-0.38944075,-0.0018350086,-0.7465942,0.96665615,-0.62437814,0.4596534,-0.050972894,-0.68715405,0.35081723,-0.46405664,-0.5502838,-0.43727297,-0.43434832,-0.34126422,-0.6830309,-0.017998535
ec2_cpu_utilization_ac20cd,0.37338188,-0.5286219,-0.70395464,-0.7616781,-0.008087695,-0.6946113,-0.37715247,-0.8791107,-0.58886844,0.55132675,0.5868111,0.11475286,-0.23999608,0.24722198,0.85919243,-0.35720104
ec2_cpu_utilization_fe7f93,-0.42295307,0.11483201,-0.116404854,-0.6763009,-0.3742306,0.10216552,-0.32972035,-0.2556076,0.21649902,-0.2583945,-0.01144536,-0.12413659,-0.7047262,0.13578106,-0.7267334,-0.33854118
ec2_disk_write_bytes_1ef3de,-0.47325864,0.22150074,-0.088802144,-0.59814894,-0.4399878,0.24534525,-0.28524217,-0.30845553,0.31223774,-0.3216337,-0.107263856,-0.20482083,-0.7315507,0.029420933,-0.85425097,-0.29021803
ec2_disk_write_bytes_c0d644,-0.0982506,-0.56000894,-0.5460567,-0.5613182,-0.08857044,-0.58316255,0.10057489,-0.6151591,-0.5073911,0.23045605,0.17611314,-0.019886136,0.42248002,0.15379475,0.710242,-0.2650663
ec2_network_in_257a54,-0.55923,0.1719211,0.52645195,-0.50410587,-0.31205526,-0.26402438,-0.1869381,0.12141117,-0.62645453,-0.40607932,0.019696029,-0.56984097,0.53562975,-0.3871067,0.26838064,-0.44205913
ec2_network_in_5abac7,-0.5504344,0.15867776,-0.42035615,0.0016017042,-0.54317665,0.47926313,-0.17028804,-0.38438076,0.4279533,-0.37969348,-0.4509359,-0.26467487,-0.664338,-0.04241958,-0.98160946,-0.20408592
ec2_request_latency_system_failure,-0.12378822,-0.13246651,-0.5815404,-0.67461574,-0.01468086,0.10177223,-0.6743788,0.24991462,0.037573345,0.113991395,0.16334215,-0.093455784,-0.81982404,0.20700641,-0.3500111,-0.67494375
elb_request_count_8c0756,-0.53811425,-0.0777016,-0.7677811,0.81665415,-0.4520944,0.4915867,-0.1873236,-0.1433836,0.32438675,-0.31380314,-0.62155163,-0.18415411,-0.5923019,-0.013013509,-0.88697886,-0.32074
exchange-2_cpc_results,-0.5107583,-0.034215033,-0.75339377,0.89178866,-0.45655116,0.45502484,-0.2211293,-0.29535314,0.28984776,-0.3478776,-0.59493405,-0.3068708,-0.5817135,-0.13283516,-0.79572564,-0.2839773
exchange-2_cpm_results,-0.4979363,-0.031392064,-0.7572729,0.96958435,-0.466175,0.46395442,-0.20711905,-0.32927555,0.28477237,-0.35588795,-0.5845515,-0.32640776,-0.57550097,-0.16880804,-0.76442647,-0.24878736
exchange-3_cpc_results,0.105787545,-0.5316495,-0.6859774,-0.656408,0.005374496,-0.5399391,-0.26539567,-0.71239066,-0.5657907,0.39899352,0.35928357,-0.08268902,0.21411957,0.09232516,0.8392911,-0.3809295
exchange-3_cpm_results,-0.486395,0.10358722,-0.68598413,0.72583896,-0.48088032,0.5113468,-0.21709977,-0.40065998,0.34068796,-0.3511195,-0.5572184,-0.36369643,-0.61570024,-0.17974977,-0.828569,-0.21294165
exchange-4_cpc_results,-0.53407276,0.32748976,-0.3592499,-0.034389134,-0.47344372,0.57456535,-0.29617375,-0.39969018,0.4364482,-0.3421073,-0.40289202,-0.40413204,-0.74047494,-0.20264521,-0.97186166,-0.18576111
exchange-4_cpm_results,-0.5286115,0.26109323,-0.488734,0.26557252,-0.511062,0.5907459,-0.24237613,-0.4697517,0.4285563,-0.3799854,-0.49181405,-0.4253449,-0.68004817,-0.24369629,-0.9318058,-0.13090076
grok_asg_anomaly,-0.47350115,0.11904447,-0.5290411,-0.0489385,-0.34363106,0.53083575,-0.3942942,0.015046681,0.37272853,-0.21269299,-0.34157395,-0.20659348,-0.7851529,0.028599294,-0.91876674,-0.45384368
iio_us-east-1_i-a2eb1cd9_NetworkIn,-0.50075483,0.49129677,-0.31818837,0.01748229,-0.4495443,0.4963485,-0.331859,-0.28664815,0.36230868,-0.26131585,-0.35665426,-0.42957255,-0.7342676,-0.12968646,-0.98168653,-0.33787373
machine_temperature_system_failure,0.39601466,-0.5094419,-0.6955739,-0.83440596,0.040693972,-0.58560175,-0.52728814,-0.71685296,-0.47833648,0.56719255,0.638254,0.21271954,-0.54916257,0.31805846,0.6858908,-0.40490153
nyc_taxi,-0.42485276,-0.0128110945,-0.7883437,1.0301003,-0.59894544,0.5327835,-0.05571022,-0.53030103,0.3386699,-0.43112925,-0.58131135,-0.38544175,-0.44424003,-0.28417516,-0.7458132,-0.108676955
occupancy_6005,0.1690528,-0.500478,-0.6531072,-0.71668226,-0.043599155,-0.520927,-0.36600676,-0.4459901,0.0051925015,0.35649058,0.3104326,0.57305527,-0.8020134,0.64531195,-0.14151098,-0.254344
occupancy_t4013,0.11389644,-0.46925834,-0.64781314,-0.6782975,-0.04924112,-0.462508,-0.38209647,-0.33833373,0.065186106,0.29174596,0.25974268,0.54541904,-0.8036079,0.6195407,-0.23758154,-0.2803831
rds_cpu_utilization_cc0c53,-0.46807498,0.08560449,-0.69847715,0.79800814,-0.5698467,0.58886486,-0.11411251,-0.47669822,0.37580207,-0.4015704,-0.5467738,-0.3665584,-0.53734183,-0.26777944,-0.8205181,-0.11902698
rds_cpu_utilization_e47b3b,-0.3466798,-0.004250506,-0.7446564,0.96448106,-0.6578804,0.41449693,-0.026263215,-0.80401886,0.3413551,-0.52209187,-0.5312248,-0.49948815,-0.38272643,-0.40683985,-0.63011056,0.050858077
rogue_agent_key_hold,-0.1937314,-0.12751514,-0.31146047,-0.79976106,-0.13254151,-0.18208624,-0.49700168,-0.13773231,-0.06662571,0.04654464,0.18117984,-0.02549263,-0.60840845,0.21825925,-0.26133147,-0.4460164
rogue_agent_key_updown,-0.4367169,0.5021954,0.37864244,-0.81645036,-0.45169514,0.16828002,-0.46286532,-0.34900683,-0.03673507,-0.38955247,0.23817877,-0.51316124,-0.55295134,-0.2487149,-0.53175324,-0.3619178
speed_6005,-0.49576637,-0.2846576,-0.7324923,0.24523772,-0.19943044,0.15943468,-0.31845433,0.20370601,0.2853968,-0.04849484,-0.42884013,0.2421498,-0.7628844,0.44195184,-0.9248794,-0.43146977
speed_7578,-0.3093527,-0.6354709,-0.6521761,-0.16144776,-0.026247673,-0.42228636,0.4551599,-0.46386167,-0.67292684,-0.0044152257,-0.11999447,-0.41814786,1.4303377,-0.32985234,1.1319526,-0.25026122
speed_t4013,-0.26390696,-0.36097303,-0.30490613,-0.51917917,0.057639536,-0.35546464,-0.2283833,0.08201295,-0.74282146,0.15943208,0.035309594,-0.476834,0.7385183,-0.2568263,0.8996196,-0.5544752
